model,checkpoint,task,success,error,cached,predictions_file,num_predictions,accuracy,correct,total
allenai/OLMo-2-0425-1B,stage1-step0-tokens0B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step0-tokens0B/allenai_OLMo-2-0425-1B_stage1-step0-tokens0B_logical_ops_negation_detailed.jsonl,20,0.0,0,20
allenai/OLMo-2-0425-1B,stage1-step100000-tokens210B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step100000-tokens210B/allenai_OLMo-2-0425-1B_stage1-step100000-tokens210B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
allenai/OLMo-2-0425-1B,stage1-step200000-tokens420B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step200000-tokens420B/allenai_OLMo-2-0425-1B_stage1-step200000-tokens420B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
allenai/OLMo-2-0425-1B,stage1-step300000-tokens630B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step300000-tokens630B/allenai_OLMo-2-0425-1B_stage1-step300000-tokens630B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
allenai/OLMo-2-0425-1B,stage1-step400000-tokens839B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step400000-tokens839B/allenai_OLMo-2-0425-1B_stage1-step400000-tokens839B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
allenai/OLMo-2-0425-1B,stage1-step500000-tokens1049B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step500000-tokens1049B/allenai_OLMo-2-0425-1B_stage1-step500000-tokens1049B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
allenai/OLMo-2-0425-1B,stage1-step600000-tokens1259B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step600000-tokens1259B/allenai_OLMo-2-0425-1B_stage1-step600000-tokens1259B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
allenai/OLMo-2-0425-1B,stage1-step700000-tokens1469B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step700000-tokens1469B/allenai_OLMo-2-0425-1B_stage1-step700000-tokens1469B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
allenai/OLMo-2-0425-1B,stage1-step800000-tokens1678B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step800000-tokens1678B/allenai_OLMo-2-0425-1B_stage1-step800000-tokens1678B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
allenai/OLMo-2-0425-1B,stage1-step900000-tokens1888B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step900000-tokens1888B/allenai_OLMo-2-0425-1B_stage1-step900000-tokens1888B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
