model,checkpoint,task,success,error,cached,accuracy,correct,total,detailed_results,mean_loss,mean_perplexity,mean_probability,mean_normalized_probability
allenai/OLMo-2-0425-1B,stage1-step300-tokens1B,basic_arithmetic,True,,False,0.0,0,10,"[{'question': 'What is 5 + 3?', 'prediction': '', 'expected': '8', 'pred_number': None, 'expected_number': 8.0, 'correct': False}, {'question': 'What is 12 - 7?', 'prediction': '', 'expected': '5', 'pred_number': None, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 4 × 6?', 'prediction': '', 'expected': '24', 'pred_number': None, 'expected_number': 24.0, 'correct': False}, {'question': 'What is 15 ÷ 3?', 'prediction': '', 'expected': '5', 'pred_number': None, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 2 + 2?', 'prediction': '', 'expected': '4', 'pred_number': None, 'expected_number': 4.0, 'correct': False}, {'question': 'What is 10 - 4?', 'prediction': '', 'expected': '6', 'pred_number': None, 'expected_number': 6.0, 'correct': False}, {'question': 'What is 3 × 7?', 'prediction': '', 'expected': '21', 'pred_number': None, 'expected_number': 21.0, 'correct': False}, {'question': 'What is 20 ÷ 4?', 'prediction': '', 'expected': '5', 'pred_number': None, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 8 + 9?', 'prediction': '', 'expected': '17', 'pred_number': None, 'expected_number': 17.0, 'correct': False}, {'question': 'What is 25 - 13?', 'prediction': '', 'expected': '12', 'pred_number': None, 'expected_number': 12.0, 'correct': False}]",5.049609375,176.1646887473203,0.007231916106248989,0.007231916106248989
allenai/OLMo-2-0425-1B,stage1-step10000-tokens21B,basic_arithmetic,True,,False,0.0,0,10,"[{'question': 'What is 5 + 3?', 'prediction': '5\nInput: What is 7 + 5?\\Output: 7\nInput: What is 9 + 5?\\Output: 9\nInput: What is 11 + 5?\\Output: 11\nInput:', 'expected': '8', 'pred_number': 5.0, 'expected_number': 8.0, 'correct': False}, {'question': 'What is 12 - 7?', 'prediction': '12\nInput: What is 13 - 6?\nOutput: 12\nInput: What is 14 - 5?\nOutput: 12\nInput: What is 15 - 4?\nOutput: 12\nInput:', 'expected': '5', 'pred_number': 12.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 4 × 6?', 'prediction': '12\nInput: What is 8 + 4?\nOutput: 12\nInput: What is 16 + 4?\nOutput: 16\nInput: What is 12 + 4?\nOutput: 12\nInput:', 'expected': '24', 'pred_number': 12.0, 'expected_number': 24.0, 'correct': False}, {'question': 'What is 15 ÷ 3?', 'prediction': '15\nInput: What is 15 ÷ 3?\nOutput: 15\nInput: What is 15 ÷ 3?\nOutput: 15\nInput: What is 15 ÷ 3?\nOutput: 15', 'expected': '5', 'pred_number': 15.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 2 + 2?', 'prediction': '2\nInput: What is 3 + 3?\\Output: 3\nInput: What is 5 + 5?\\Output: 5\nInput: What is 7 + 7?\\Output: 7\nInput:', 'expected': '4', 'pred_number': 2.0, 'expected_number': 4.0, 'correct': False}, {'question': 'What is 10 - 4?', 'prediction': '10\nInput: What is 12 - 3?\\Output: 12\nInput: What is 14 - 3?\\Output: 14\nInput: What is 16 - 3?\\Output: 16\nInput:', 'expected': '6', 'pred_number': 10.0, 'expected_number': 6.0, 'correct': False}, {'question': 'What is 3 × 7?', 'prediction': '3 × 7\nInput: What is 5 × 7?\nOutput: 5 × 7\nInput: What is 3 × 7?\nOutput: 3 × 7\nInput: What is 5 ×', 'expected': '21', 'pred_number': 3.0, 'expected_number': 21.0, 'correct': False}, {'question': 'What is 20 ÷ 4?', 'prediction': '20\nInput: What is 20 ÷ 4?\nOutput: 20\nInput: What is 20 ÷ 4?\nOutput: 20\nInput: What is 20 ÷ 4?\nOutput: 20', 'expected': '5', 'pred_number': 20.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 8 + 9?', 'prediction': '12\nInput: What is 9 + 8?\\Output: 12\nInput: What is 9 + 8?\\Output: 12\nInput: What is 9 + 8?\\Output: 12\nInput:', 'expected': '17', 'pred_number': 12.0, 'expected_number': 17.0, 'correct': False}, {'question': 'What is 25 - 13?', 'prediction': '25\nInput: What is 25 - 12?\nOutput: 12\nInput: What is 25 - 9?\nOutput: 9\nInput: What is 25 - 12?\nOutput: 12\nInput:', 'expected': '12', 'pred_number': 25.0, 'expected_number': 12.0, 'correct': False}]",8.2578125,4480.337552935506,0.00029468589505723605,0.00029468589505723605
allenai/OLMo-2-0425-1B,stage1-step20000-tokens42B,basic_arithmetic,True,,False,0.0,0,10,"[{'question': 'What is 5 + 3?', 'prediction': '5\nInput: What is 5 + 3?\\Output: 5\nInput: What is 5 + 3?\\Output: 5\nInput: What is 5 + 3?\\Output: 5\nInput:', 'expected': '8', 'pred_number': 5.0, 'expected_number': 8.0, 'correct': False}, {'question': 'What is 12 - 7?', 'prediction': '12\nInput: What is 12 - 7?\\Output: 12\nInput: What is 12 - 7?\\Output: 12\nInput: What is 12 - 7?\\Output: 12\nInput:', 'expected': '5', 'pred_number': 12.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 4 × 6?', 'prediction': '4\nInput: What is 4 × 5?\nOutput: 5\nInput: What is 4 × 4?\nOutput: 4\nInput: What is 4 × 3?\nOutput: 3\nInput:', 'expected': '24', 'pred_number': 4.0, 'expected_number': 24.0, 'correct': False}, {'question': 'What is 15 ÷ 3?', 'prediction': '3\nInput: What is 15 ÷ 3 + 2?\nOutput: 15\nInput: What is 15 ÷ 3 + 3?\nOutput: 15\nInput: What is 15 ÷', 'expected': '5', 'pred_number': 3.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 2 + 2?', 'prediction': '2\nInput: What is 2 + 2 + 2?\nOutput: 2\nInput: What is 2 + 2 + 2 + 2?\nOutput: 2\nInput: What is 2 +', 'expected': '4', 'pred_number': 2.0, 'expected_number': 4.0, 'correct': False}, {'question': 'What is 10 - 4?', 'prediction': '10\nInput: What is 10 - 4?\\Output: 10\nInput: What is 10 - 4?\\Output: 10\nInput: What is 10 - 4?\\Output: 10\nInput:', 'expected': '6', 'pred_number': 10.0, 'expected_number': 6.0, 'correct': False}, {'question': 'What is 3 × 7?', 'prediction': '3\nInput: What is 3 × 4?\nOutput: 4\nInput: What is 3 × 5?\nOutput: 5\nInput: What is 3 × 6?\nOutput: 6\nInput:', 'expected': '21', 'pred_number': 3.0, 'expected_number': 21.0, 'correct': False}, {'question': 'What is 20 ÷ 4?', 'prediction': '4\nInput: What is 20 ÷ 3?\nOutput: 3\nInput: What is 20 ÷ 2?\nOutput: 2\nInput: What is 20 ÷ 1?\nOutput: 1', 'expected': '5', 'pred_number': 4.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 8 + 9?', 'prediction': '10\nInput: What is 8 + 9?\\Output: 10\nInput: What is 8 + 9?\\Output: 10\nInput: What is 8 + 9?\\Output: 10\nInput:', 'expected': '17', 'pred_number': 10.0, 'expected_number': 17.0, 'correct': False}, {'question': 'What is 25 - 13?', 'prediction': '13\nInput: What is 25 - 13?\\Output: 13\nInput: What is 25 - 13?\\Output: 13\nInput: What is 25 - 13?\\Output: 13\nInput:', 'expected': '12', 'pred_number': 13.0, 'expected_number': 12.0, 'correct': False}]",9.19296875,12357.853278651814,0.0001231235237211315,0.0001231235237211315
allenai/OLMo-2-0425-1B,stage1-step30000-tokens63B,basic_arithmetic,True,,False,0.2,2,10,"[{'question': 'What is 5 + 3?', 'prediction': '10\nInput: What is 6 + 4?\\Output: 12\nInput: What is 7 + 5?\\Output: 12\nOutput: 12\n\nInput: What is 7 + 5?\\Output:', 'expected': '8', 'pred_number': 10.0, 'expected_number': 8.0, 'correct': False}, {'question': 'What is 12 - 7?', 'prediction': '11\nInput: What is 12 - 9?\\Output: 9\nInput: What is 12 - 5?\\Output: 12\nInput: What is 12 - 4?\\Output: 12\nInput:', 'expected': '5', 'pred_number': 11.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 4 × 6?', 'prediction': '12\nInput: What is 3 × 6?\\Output: 9\nInput: What is 2 × 6?\\Output: 6\nInput: What is 1 × 6?\\Output: 4\nInput:', 'expected': '24', 'pred_number': 12.0, 'expected_number': 24.0, 'correct': False}, {'question': 'What is 15 ÷ 3?', 'prediction': '2\nInput: What is 16 ÷ 2?\\Output: 4\nInput: What is 17 ÷ 3?\\Output: 6\nInput: What is 18 ÷ 3?\\Output: 9', 'expected': '5', 'pred_number': 2.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 2 + 2?', 'prediction': '4\nInput: What is 3 + 3?\\Output: 6\nInput: What is 4 + 4?\\Output: 10\nInput: What is 5 + 5?\\Output: 12\nInput:', 'expected': '4', 'pred_number': 4.0, 'expected_number': 4.0, 'correct': True}, {'question': 'What is 10 - 4?', 'prediction': '9\nInput: What is 12 - 3?\\Output: 9\nInput: What is 14 - 9?\\Output: 9\nInput: What is 11 - 3?\\Output: 14\nInput:', 'expected': '6', 'pred_number': 9.0, 'expected_number': 6.0, 'correct': False}, {'question': 'What is 3 × 7?', 'prediction': '21\nInput: What is 3 × 9?\\Output: 21\nInput: What is 3 × 12?\\Output: 21\nInput: What is 3 × 15?\\Output: 21\nInput:', 'expected': '21', 'pred_number': 21.0, 'expected_number': 21.0, 'correct': True}, {'question': 'What is 20 ÷ 4?', 'prediction': '2\nInput: What is 20 ÷ 3?\\Output: 2\nInput: What is 20 ÷ 2?\\Output: 2\nInput: What is 20 ÷ 1?\\Output: 2', 'expected': '5', 'pred_number': 2.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 8 + 9?', 'prediction': '12\nInput: What is 9 + 8?\\Output: 12\nInput: What is 9 + 8?\\Output: 12\nInput: What is 9 + 8?\\Output: 12\nInput:', 'expected': '17', 'pred_number': 12.0, 'expected_number': 17.0, 'correct': False}, {'question': 'What is 25 - 13?', 'prediction': '13\nInput: What is 12 - 9?\\Output: 9\nInput: What is 18 - 9?\\Output: 9\nInput: What is 6 - 4?\\Output: 2\nOutput:', 'expected': '12', 'pred_number': 13.0, 'expected_number': 12.0, 'correct': False}]",9.2875,13981.034111088922,0.00014198478742323328,0.00014198478742323328
allenai/OLMo-2-0425-1B,stage1-step40000-tokens84B,basic_arithmetic,True,,False,0.1,1,10,"[{'question': 'What is 5 + 3?', 'prediction': '7\nInput: What is 4 + 2?\\Output: 6\nInput: What is 3 + 1?\\Output: 5\nOutput: 3\n\nInput: What is 2 + 1?\\Output:', 'expected': '8', 'pred_number': 7.0, 'expected_number': 8.0, 'correct': False}, {'question': 'What is 12 - 7?', 'prediction': '12\nInput: What is 12 - 5?\\Output: 12\nInput: What is 12 - 4?\\Output: 12\nInput: What is 12 - 3?\\Output: 12\nInput:', 'expected': '5', 'pred_number': 12.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 4 × 6?', 'prediction': '12\nInput: What is 4 × 5?\\Output: 12\nInput: What is 4 × 3?\\Output: 12\nInput: What is 4 × 2?\\Output: 12\nInput:', 'expected': '24', 'pred_number': 12.0, 'expected_number': 24.0, 'correct': False}, {'question': 'What is 15 ÷ 3?', 'prediction': '3\nInput: What is 16 ÷ 2?\\Output: 2\nInput: What is 17 ÷ 1?\\Output: 1\nInput: What is 18 ÷ 1?\\Output: 1', 'expected': '5', 'pred_number': 3.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 2 + 2?', 'prediction': '4\nInput: What is 3 + 3?\\Output: 6\nInput: What is 4 + 4?\\Output: 8\nInput: What is 5 + 5?\\Output: 12\nOutput:', 'expected': '4', 'pred_number': 4.0, 'expected_number': 4.0, 'correct': True}, {'question': 'What is 10 - 4?', 'prediction': '8\nInput: What is 9 - 5?\\Output: 6\nInput: What is 7 - 6?\\Output: 4\nInput: What is 8 - 7?\\Output: 3\nInput:', 'expected': '6', 'pred_number': 8.0, 'expected_number': 6.0, 'correct': False}, {'question': 'What is 3 × 7?', 'prediction': '3\nInput: What is 3 × 5?\\Output: 3\nInput: What is 3 × 4?\\Output: 3\nInput: What is 3 × 6?\\Output: 3\nInput:', 'expected': '21', 'pred_number': 3.0, 'expected_number': 21.0, 'correct': False}, {'question': 'What is 20 ÷ 4?', 'prediction': '4\nInput: What is 20 ÷ 3?\\Output: 3\nInput: What is 20 ÷ 2?\\Output: 2\nInput: What is 20 ÷ 1?\\Output: 1', 'expected': '5', 'pred_number': 4.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 8 + 9?', 'prediction': '12\nInput: What is 9 + 8?\\Output: 12\nInput: What is 9 + 7?\\Output: 12\nInput: What is 9 + 6?\\Output: 12\nInput:', 'expected': '17', 'pred_number': 12.0, 'expected_number': 17.0, 'correct': False}, {'question': 'What is 25 - 13?', 'prediction': '25\nInput: What is 25 - 13?\\Output: 25\nInput: What is 25 - 13?\\Output: 25\nInput: What is 25 - 13?\\Output: 25\nInput:', 'expected': '12', 'pred_number': 25.0, 'expected_number': 12.0, 'correct': False}]",10.003125,33275.580287589706,7.28594440852345e-05,7.28594440852345e-05
allenai/OLMo-2-0425-1B,stage1-step50000-tokens105B,basic_arithmetic,True,,False,0.3,3,10,"[{'question': 'What is 5 + 3?', 'prediction': '6\nInput: What is 5 - 3?\\Output: 3\nInput: What is 5 - 3 + 3?\\Output: 6\nInput: What is 5 - 3 - 3?\\Output', 'expected': '8', 'pred_number': 6.0, 'expected_number': 8.0, 'correct': False}, {'question': 'What is 12 - 7?', 'prediction': '7\nInput: What is 12 - 5?\\Output: 5\nInput: What is 12 - 4?\\Output: 4\nInput: What is 12 - 3?\\Output: 3\nInput:', 'expected': '5', 'pred_number': 7.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 4 × 6?', 'prediction': '24\nInput: What is 5 × 6?\\Output: 24\nInput: What is 6 × 7?\\Output: 24\nInput: What is 7 × 6?\\Output: 24\nInput:', 'expected': '24', 'pred_number': 24.0, 'expected_number': 24.0, 'correct': True}, {'question': 'What is 15 ÷ 3?', 'prediction': '3\nInput: What is 5 ÷ 3?\\Output: 3\nInput: What is 4 ÷ 3?\\Output: 3\nInput: What is 7 ÷ 3?\\Output: 3', 'expected': '5', 'pred_number': 3.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 2 + 2?', 'prediction': '4\nInput: What is 3 + 3?\\Output: 6\nInput: What is 4 + 4?\\Output: 8\nInput: What is 5 + 5?\\Output: 10\nInput:', 'expected': '4', 'pred_number': 4.0, 'expected_number': 4.0, 'correct': True}, {'question': 'What is 10 - 4?', 'prediction': '4\nInput: What is 9 - 3?\\Output: 3\nInput: What is 7 - 4?\\Output: 2\nInput: What is 6 - 4?\\Output: 1\nInput:', 'expected': '6', 'pred_number': 4.0, 'expected_number': 6.0, 'correct': False}, {'question': 'What is 3 × 7?', 'prediction': '21\nInput: What is 3 × 5?\\Output: 15\nInput: What is 3 × 4?\\Output: 16\nInput: What is 3 × 3?\\Output: 17\nInput:', 'expected': '21', 'pred_number': 21.0, 'expected_number': 21.0, 'correct': True}, {'question': 'What is 20 ÷ 4?', 'prediction': '4\nInput: What is 5 ÷ 3?\\Output: 3\nInput: What is 6 ÷ 2?\\Output: 2\nInput: What is 7 ÷ 1?\\Output: 1', 'expected': '5', 'pred_number': 4.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 8 + 9?', 'prediction': '11\nInput: What is 7 + 5?\\Output: 12\nInput: What is 6 + 4?\\Output: 2\nInput: What is 16 + 2?\\Output: 18\nInput:', 'expected': '17', 'pred_number': 11.0, 'expected_number': 17.0, 'correct': False}, {'question': 'What is 25 - 13?', 'prediction': '13\nInput: What is 5 - 4?\nOutput: 2\nInput: What is 8 - 3?\nOutput: 3\nInput: What is 9 - 4?\nOutput: 4\nInput:', 'expected': '12', 'pred_number': 13.0, 'expected_number': 12.0, 'correct': False}]",8.30234375,7079.284122481529,0.0003655114416851264,0.0003655114416851264
allenai/OLMo-2-0425-1B,stage1-step60000-tokens126B,basic_arithmetic,True,,False,0.4,4,10,"[{'question': 'What is 5 + 3?', 'prediction': '8\nInput: What is 4 + 2?\\Output: 6\nInput: What is 3 + 1?\\Output: 4\nInput: What is 2 + 1?\\Output: 3\nInput:', 'expected': '8', 'pred_number': 8.0, 'expected_number': 8.0, 'correct': True}, {'question': 'What is 12 - 7?', 'prediction': '7\nInput: What is 13 - 8?\\Output: 8\nInput: What is 14 - 9?\\Output: 9\nInput: What is 15 - 10?\\Output: 10\nInput:', 'expected': '5', 'pred_number': 7.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 4 × 6?', 'prediction': '24\nInput: What is 5 × 6?\\Output: 30\nInput: What is 6 × 7?\\Output: 60\nInput: What is 7 × 8?\\Output: 90\nInput:', 'expected': '24', 'pred_number': 24.0, 'expected_number': 24.0, 'correct': True}, {'question': 'What is 15 ÷ 3?', 'prediction': '3\nInput: What is 16 ÷ 3?\\Output: 3\nInput: What is 17 ÷ 3?\\Output: 3\nInput: What is 18 ÷ 3?\\Output: 3', 'expected': '5', 'pred_number': 3.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 2 + 2?', 'prediction': '4\nInput: What is 3 + 3?\\Output: 6\nInput: What is 4 + 4?\\Output: 8\nInput: What is 5 + 5?\\Output: 10\nInput:', 'expected': '4', 'pred_number': 4.0, 'expected_number': 4.0, 'correct': True}, {'question': 'What is 10 - 4?', 'prediction': '4\nInput: What is 9 - 5?\\Output: 5\nInput: What is 6 - 4?\\Output: 4\nInput: What is 8 - 5?\\Output: 5\nInput:', 'expected': '6', 'pred_number': 4.0, 'expected_number': 6.0, 'correct': False}, {'question': 'What is 3 × 7?', 'prediction': '21\nInput: What is 2 × 7?\\Output: 21\nInput: What is 4 × 7?\\Output: 28\nInput: What is 5 × 7?\\Output: 42\nInput:', 'expected': '21', 'pred_number': 21.0, 'expected_number': 21.0, 'correct': True}, {'question': 'What is 20 ÷ 4?', 'prediction': '4\nInput: What is 9 ÷ 3?\\Output: 3\nInput: What is 5 ÷ 2?\\Output: 1\nInput: What is 3 ÷ 1?\\Output: 0', 'expected': '5', 'pred_number': 4.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 8 + 9?', 'prediction': '12\nInput: What is 9 + 8?\\Output: 12\nInput: What is 9 + 7?\\Output: 12\nInput: What is 9 + 6?\\Output: 12\nInput:', 'expected': '17', 'pred_number': 12.0, 'expected_number': 17.0, 'correct': False}, {'question': 'What is 25 - 13?', 'prediction': '13\nInput: What is 12 - 5?\\Output: 5\nInput: What is 9 - 3?\\Output: 3\nInput: What is 6 - 4?\\Output: 4\nInput:', 'expected': '12', 'pred_number': 13.0, 'expected_number': 12.0, 'correct': False}]",7.18671875,1581.0504390640285,0.0009556453506839419,0.0009556453506839419
allenai/OLMo-2-0425-1B,stage1-step70000-tokens147B,basic_arithmetic,True,,False,0.2,2,10,"[{'question': 'What is 5 + 3?', 'prediction': '8\nInput: What is 6 + 4?\\Output: 12\nInput: What is 7 + 5?\\Output: 18\nInput: What is 8 + 6?\\Output: 9\nInput:', 'expected': '8', 'pred_number': 8.0, 'expected_number': 8.0, 'correct': True}, {'question': 'What is 12 - 7?', 'prediction': '7\nInput: What is 12 - 6?\\Output: 6\nInput: What is 12 - 5?\\Output: 5\nInput: What is 12 - 4?\\Output: 4\nInput:', 'expected': '5', 'pred_number': 7.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 4 × 6?', 'prediction': '4\nInput: What is 2 × 4?\\Output: 2\nInput: What is 2 × 4?\\Output: 2\nInput: What is 2 × 4?\\Output: 2\nInput:', 'expected': '24', 'pred_number': 4.0, 'expected_number': 24.0, 'correct': False}, {'question': 'What is 15 ÷ 3?', 'prediction': '3\nInput: What is 15 ÷ 4?\\Output: 4\nInput: What is 15 ÷ 5?\\Output: 5\nInput: What is 15 ÷ 6?\\Output: 6', 'expected': '5', 'pred_number': 3.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 2 + 2?', 'prediction': '4\nInput: What is 2 + 2?\\Output: 4\nInput: What is 2 + 2?\\Output: 4\nInput: What is 2 + 2?\\Output: 4\nInput:', 'expected': '4', 'pred_number': 4.0, 'expected_number': 4.0, 'correct': True}, {'question': 'What is 10 - 4?', 'prediction': '4\nInput: What is 5 - 6?\\Output: 6\nInput: What is 7 - 8?\\Output: 8\nInput: What is 9 - 10?\\Output: 10\nInput:', 'expected': '6', 'pred_number': 4.0, 'expected_number': 6.0, 'correct': False}, {'question': 'What is 3 × 7?', 'prediction': '3\nInput: What is 2 × 7?\\Output: 2\nInput: What is 4 × 7?\\Output: 4\nInput: What is 5 × 7?\\Output: 5\nInput:', 'expected': '21', 'pred_number': 3.0, 'expected_number': 21.0, 'correct': False}, {'question': 'What is 20 ÷ 4?', 'prediction': '4\nInput: What is 10 ÷ 2?\\Output: 2\nInput: What is 5 ÷ 3?\\Output: 3\nInput: What is 7 ÷ 4?\\Output: 4', 'expected': '5', 'pred_number': 4.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 8 + 9?', 'prediction': '9\nInput: What is 5 + 6?\\Output: 7\nInput: What is 4 + 5?\\Output: 10\nInput: What is 3 + 4?\\Output: 11\nInput:', 'expected': '17', 'pred_number': 9.0, 'expected_number': 17.0, 'correct': False}, {'question': 'What is 25 - 13?', 'prediction': '13\nInput: What is 5 - 6?\nOutput: 6\nInput: What is 4 - 5?\nOutput: 5\nInput: What is 3 - 4?\nOutput: 4\nInput:', 'expected': '12', 'pred_number': 13.0, 'expected_number': 12.0, 'correct': False}]",7.23984375,1665.857571788983,0.0008592371520468588,0.0008592371520468588
allenai/OLMo-2-0425-1B,stage1-step80000-tokens168B,basic_arithmetic,True,,False,0.4,4,10,"[{'question': 'What is 5 + 3?', 'prediction': '5\nInput: What is 4 + 2?\\Output: 4\nInput: What is 3 + 1?\\Output: 3\nInput: What is 2 + 0?\\Output: 2\nInput:', 'expected': '8', 'pred_number': 5.0, 'expected_number': 8.0, 'correct': False}, {'question': 'What is 12 - 7?', 'prediction': '7\nInput: What is 13 - 6?\\Output: 6\nInput: What is 14 - 5?\\Output: 5\nInput: What is 15 - 4?\\Output: 4\nInput:', 'expected': '5', 'pred_number': 7.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 4 × 6?', 'prediction': '24\nInput: What is 3 × 4?\\Output: 12\nInput: What is 2 × 3?\\Output: 6\nInput: What is 1 × 2?\\Output: 1\nInput:', 'expected': '24', 'pred_number': 24.0, 'expected_number': 24.0, 'correct': True}, {'question': 'What is 15 ÷ 3?', 'prediction': '3\nInput: What is 16 ÷ 2?\\Output: 1\nInput: What is 17 ÷ 1?\\Output: 0\nInput: What is 18 ÷ 0?\\Output: 1', 'expected': '5', 'pred_number': 3.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 2 + 2?', 'prediction': '4\nInput: What is 3 + 3?\\Output: 6\nInput: What is 4 + 3?\\Output: 7\nInput: What is 5 + 4?\\Output: 9\nInput:', 'expected': '4', 'pred_number': 4.0, 'expected_number': 4.0, 'correct': True}, {'question': 'What is 10 - 4?', 'prediction': '4\nInput: What is 9 - 3?\\Output: 3\nInput: What is 7 - 2?\\Output: 2\nInput: What is 6 - 1?\\Output: 1\nInput:', 'expected': '6', 'pred_number': 4.0, 'expected_number': 6.0, 'correct': False}, {'question': 'What is 3 × 7?', 'prediction': '21\nInput: What is 3 × 5?\\Output: 15\nInput: What is 3 × 4?\\Output: 10\nInput: What is 3 × 3?\\Output: 15\nInput:', 'expected': '21', 'pred_number': 21.0, 'expected_number': 21.0, 'correct': True}, {'question': 'What is 20 ÷ 4?', 'prediction': '4\nInput: What is 20 ÷ 5?\\Output: 5\nInput: What is 20 ÷ 6?\\Output: 6\nInput: What is 20 ÷ 7?\\Output: 7', 'expected': '5', 'pred_number': 4.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 8 + 9?', 'prediction': '18\nInput: What is 7 + 5?\\Output: 12\nInput: What is 6 + 4?\\Output: 2\nInput: What is 16 + 2?\\Output: 18\nInput:', 'expected': '17', 'pred_number': 18.0, 'expected_number': 17.0, 'correct': False}, {'question': 'What is 25 - 13?', 'prediction': '12\nInput: What is 12 - 9?\\Output: 9\nInput: What is 12 - 6?\\Output: 6\nInput: What is 12 - 4?\\Output: 4\nInput:', 'expected': '12', 'pred_number': 12.0, 'expected_number': 12.0, 'correct': True}]",7.756640625,3162.0836654228606,0.0005664426177726181,0.0005664426177726181
allenai/OLMo-2-0425-1B,stage1-step90000-tokens189B,basic_arithmetic,True,,False,0.3,3,10,"[{'question': 'What is 5 + 3?', 'prediction': '7\nInput: What is 5 - 3?\\Output: 5\nInput: What is 5 + 3?\\Output: 7\nInput: What is 5 - 3?\\Output: 5\nInput:', 'expected': '8', 'pred_number': 7.0, 'expected_number': 8.0, 'correct': False}, {'question': 'What is 12 - 7?', 'prediction': '7\nInput: What is 18 - 9?\\Output: 9\nInput: What is 6 - 4?\\Output: 2\nInput: What is 16 + 2?\\Output: 18\nInput:', 'expected': '5', 'pred_number': 7.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 4 × 6?', 'prediction': '12\nInput: What is 3 × 6?\\Output: 12\nInput: What is 2 × 6?\\Output: 12\nInput: What is 4 × 6?\\Output: 12\nInput:', 'expected': '24', 'pred_number': 12.0, 'expected_number': 24.0, 'correct': False}, {'question': 'What is 15 ÷ 3?', 'prediction': '3\nInput: What is 15 ÷ 3?\\Output: 3\nInput: What is 15 ÷ 3?\\Output: 3\nInput: What is 15 ÷ 3?\\Output: 3', 'expected': '5', 'pred_number': 3.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 2 + 2?', 'prediction': '4\nInput: What is 3 + 3?\\Output: 5\nInput: What is 4 + 4?\\Output: 9\nInput: What is 5 + 5?\\Output: 12\nInput:', 'expected': '4', 'pred_number': 4.0, 'expected_number': 4.0, 'correct': True}, {'question': 'What is 10 - 4?', 'prediction': '4\nInput: What is 12 - 5?\\Output: 5\nInput: What is 13 - 6?\\Output: 6\nInput: What is 14 - 7?\\Output: 7\nInput:', 'expected': '6', 'pred_number': 4.0, 'expected_number': 6.0, 'correct': False}, {'question': 'What is 3 × 7?', 'prediction': '21\nInput: What is 3 × 5?\\Output: 21\nInput: What is 3 × 3?\\Output: 21\nInput: What is 3 × 2?\\Output: 21\nInput:', 'expected': '21', 'pred_number': 21.0, 'expected_number': 21.0, 'correct': True}, {'question': 'What is 20 ÷ 4?', 'prediction': '4\nInput: What is 20 ÷ 3?\\Output: 3\nInput: What is 20 ÷ 2?\\Output: 2\nInput: What is 20 ÷ 1?\\Output: 1', 'expected': '5', 'pred_number': 4.0, 'expected_number': 5.0, 'correct': False}, {'question': 'What is 8 + 9?', 'prediction': '11\nInput: What is 12 - 9?\\Output: 11\nInput: What is 6 - 4?\\Output: 2\nInput: What is 16 + 2?\\Output: 18\nInput:', 'expected': '17', 'pred_number': 11.0, 'expected_number': 17.0, 'correct': False}, {'question': 'What is 25 - 13?', 'prediction': '12\nInput: What is 25 - 13?\\Output: 12\nInput: What is 25 - 13?\\Output: 12\nInput: What is 25 - 13?\\Output: 12\nInput:', 'expected': '12', 'pred_number': 12.0, 'expected_number': 12.0, 'correct': True}]",9.2984375,13208.83082831412,0.00011678950191694934,0.00011678950191694934
